,category_id,nation,views,category_name,publishing_day,publishing_hour,publishing_day_num
8263,20,KR,144895,Gaming,Fri,8,4
8264,24,KR,29003,Entertainment,Sun,17,7
8265,24,KR,387228,Entertainment,Sat,11,6
8266,23,KR,325951,Comedy,Sat,17,6
8267,24,KR,56228,Entertainment,Sat,9,6
8268,26,KR,9512,Howto & Style,Sun,9,7
8269,20,KR,396946,Gaming,Fri,8,4
8270,1,KR,50943,Film & Animation,Sat,23,6
8271,22,KR,49803,People & Blogs,Sun,13,7
8272,1,KR,111560,Film & Animation,Sun,9,7
8273,22,KR,13810,People & Blogs,Sun,8,7
8274,20,KR,82803,Gaming,Fri,15,4
8275,10,KR,36320,Music,Sun,14,7
8276,22,KR,70494,People & Blogs,Sun,8,7
8277,25,KR,20864,News & Politics,Sun,17,7
8278,22,KR,20061,People & Blogs,Thu,5,3
8279,22,KR,112678,People & Blogs,Sun,8,7
8280,22,KR,59454,People & Blogs,Sat,12,6
8281,24,KR,50124,Entertainment,Sat,9,6
8282,25,KR,719355,News & Politics,Sun,17,7
8283,22,KR,9570,People & Blogs,Sun,16,7
8284,15,KR,41531,Pets & Animals,Sun,9,7
8285,43,KR,122057,Shows,Fri,9,4
8286,22,KR,37546,People & Blogs,Sat,12,6
8287,20,KR,24865,Gaming,Sun,0,7
8288,25,KR,51873,News & Politics,Sat,17,6
8289,24,KR,178595,Entertainment,Fri,16,4
8290,10,KR,46252,Music,Sat,10,6
8291,10,KR,30444,Music,Sun,18,7
8292,24,KR,117658,Entertainment,Sat,8,6
8293,23,KR,135923,Comedy,Sat,12,6
8294,23,KR,214256,Comedy,Sat,11,6
8295,22,KR,379585,People & Blogs,Thu,8,3
8296,22,KR,11602,People & Blogs,Sun,10,7
8297,23,KR,211544,Comedy,Sat,11,6
8298,24,KR,21612,Entertainment,Sun,2,7
8299,22,KR,102797,People & Blogs,Fri,14,4
8300,22,KR,75191,People & Blogs,Sun,0,7
8301,24,KR,29464,Entertainment,Sun,17,7
8302,24,KR,164778,Entertainment,Thu,13,3
8303,24,KR,46075,Entertainment,Sat,15,6
8304,20,KR,225130,Gaming,Sat,0,6
8305,25,KR,125285,News & Politics,Fri,2,4
8306,25,KR,29819,News & Politics,Sat,23,6
8307,22,KR,109842,People & Blogs,Sat,8,6
8308,25,KR,49213,News & Politics,Sat,3,6
8309,10,KR,42703,Music,Sun,15,7
8310,1,KR,170274,Film & Animation,Sat,9,6
8311,25,KR,49050,News & Politics,Sat,8,6
8312,1,KR,224775,Film & Animation,Sat,3,6
8313,22,KR,24104,People & Blogs,Sat,7,6
8314,22,KR,456081,People & Blogs,Fri,12,4
8315,15,KR,67554,Pets & Animals,Sat,23,6
8316,26,KR,104180,Howto & Style,Sat,13,6
8317,24,KR,119619,Entertainment,Sat,0,6
8318,24,KR,137516,Entertainment,Sat,12,6
8319,23,KR,2933810,Comedy,Sun,2,7
8320,23,KR,57817,Comedy,Fri,17,4
8321,20,KR,144071,Gaming,Fri,22,4
8322,24,KR,206045,Entertainment,Fri,12,4
8323,24,KR,215127,Entertainment,Fri,7,4
8324,24,KR,660004,Entertainment,Sun,8,7
8325,22,KR,140625,People & Blogs,Sun,12,7
8326,25,KR,86451,News & Politics,Fri,21,4
8327,22,KR,165487,People & Blogs,Fri,16,4
8328,22,KR,513699,People & Blogs,Sun,15,7
8329,24,KR,3792644,Entertainment,Sat,13,6
8330,22,KR,44343,People & Blogs,Fri,14,4
8331,27,KR,320192,Education,Sat,10,6
8332,23,KR,324345,Comedy,Fri,6,4
8333,22,KR,25081,People & Blogs,Sat,17,6
8334,22,KR,9785,People & Blogs,Sat,10,6
8335,25,KR,87371,News & Politics,Fri,2,4
8336,22,KR,228805,People & Blogs,Thu,7,3
8337,1,KR,206325,Film & Animation,Fri,10,4
8338,22,KR,157203,People & Blogs,Sat,13,6
8339,25,KR,17883,News & Politics,Sat,11,6
8340,25,KR,95380,News & Politics,Fri,9,4
8341,25,KR,30331,News & Politics,Sat,7,6
8342,25,KR,110852,News & Politics,Fri,6,4
8343,20,KR,46106,Gaming,Fri,9,4
8344,20,KR,47174,Gaming,Fri,10,4
8345,23,KR,121595,Comedy,Fri,9,4
8346,22,KR,12003,People & Blogs,Sat,9,6
8347,23,KR,74678,Comedy,Fri,15,4
8348,24,KR,2749609,Entertainment,Sun,19,7
8349,24,KR,1541250,Entertainment,Sat,16,6
8350,25,KR,66191,News & Politics,Thu,12,3
8351,22,KR,127556,People & Blogs,Sat,13,6
8352,24,KR,94880,Entertainment,Sat,0,6
8353,15,KR,173854,Pets & Animals,Sat,1,6
8354,10,KR,2076435,Music,Sat,17,6
8355,25,KR,45978,News & Politics,Sat,1,6
8356,24,KR,124193,Entertainment,Mon,22,0
8357,25,KR,463017,News & Politics,Sat,11,6
8358,24,KR,195269,Entertainment,Mon,15,0
8359,24,KR,232551,Entertainment,Sun,11,7
8360,19,KR,220776,Travel & Events,Sun,15,7
8361,15,KR,166639,Pets & Animals,Mon,13,0
8362,24,KR,71438,Entertainment,Mon,23,0
8363,23,KR,180788,Comedy,Mon,7,0
8364,23,KR,221563,Comedy,Mon,11,0
8365,10,KR,183462,Music,Mon,7,0
8366,25,KR,80964,News & Politics,Sun,15,7
8367,25,KR,68163,News & Politics,Mon,5,0
8368,20,KR,139087,Gaming,Sun,7,7
8369,25,KR,94506,News & Politics,Mon,0,0
8370,24,KR,49171,Entertainment,Tue,3,1
8371,22,KR,151122,People & Blogs,Sun,16,7
8372,25,KR,83231,News & Politics,Sun,16,7
8373,25,KR,159892,News & Politics,Mon,4,0
8374,22,KR,429333,People & Blogs,Sun,3,7
8375,22,KR,88358,People & Blogs,Mon,3,0
8376,22,KR,17182,People & Blogs,Mon,11,0
8377,23,KR,273007,Comedy,Mon,6,0
8378,25,KR,67608,News & Politics,Mon,7,0
8379,22,KR,114329,People & Blogs,Sun,1,7
8380,25,KR,33786,News & Politics,Mon,1,0
8381,24,KR,168445,Entertainment,Sat,14,6
8382,25,KR,101741,News & Politics,Mon,10,0
8383,15,KR,78141,Pets & Animals,Mon,3,0
8384,23,KR,139933,Comedy,Tue,3,1
8385,10,KR,274881,Music,Sat,15,6
8386,22,KR,74336,People & Blogs,Mon,4,0
8387,20,KR,440215,Gaming,Mon,14,0
8388,25,KR,29196,News & Politics,Mon,11,0
8389,25,KR,67543,News & Politics,Mon,17,0
8390,10,KR,64371,Music,Sun,18,7
8391,22,KR,571835,People & Blogs,Mon,13,0
8392,22,KR,11763,People & Blogs,Mon,13,0
8393,20,KR,188757,Gaming,Sun,5,7
8394,23,KR,319523,Comedy,Mon,5,0
8395,25,KR,85985,News & Politics,Mon,6,0
8396,24,KR,67184,Entertainment,Mon,13,0
8397,24,KR,227241,Entertainment,Mon,3,0
8398,25,KR,47744,News & Politics,Mon,8,0
8399,25,KR,29181,News & Politics,Mon,12,0
8400,24,KR,529496,Entertainment,Sat,11,6
8401,25,KR,47208,News & Politics,Mon,14,0
8402,26,KR,288693,Howto & Style,Sun,11,7
8403,25,KR,99812,News & Politics,Mon,0,0
8404,25,KR,34885,News & Politics,Mon,3,0
8405,23,KR,529369,Comedy,Fri,19,4
8406,25,KR,121873,News & Politics,Sat,15,6
8407,22,KR,50495,People & Blogs,Mon,8,0
8408,1,KR,145285,Film & Animation,Mon,3,0
8409,10,KR,236670,Music,Mon,2,0
8410,22,KR,105831,People & Blogs,Mon,3,0
8411,22,KR,9787,People & Blogs,Mon,7,0
8412,25,KR,120761,News & Politics,Mon,1,0
8413,22,KR,27848,People & Blogs,Mon,6,0
8414,20,KR,17941,Gaming,Mon,1,0
8415,1,KR,150878,Film & Animation,Sun,9,7
8416,24,KR,189469,Entertainment,Sat,9,6
8417,22,KR,36946,People & Blogs,Mon,13,0
8418,22,KR,86592,People & Blogs,Mon,7,0
8419,25,KR,107360,News & Politics,Sat,19,6
8420,23,KR,143391,Comedy,Fri,15,4
8421,1,KR,38826,Film & Animation,Mon,0,0
8422,24,KR,14434,Entertainment,Mon,10,0
8423,24,KR,20250,Entertainment,Mon,7,0
8424,22,KR,184130,People & Blogs,Fri,4,4
8425,24,KR,441800,Entertainment,Sun,12,7
8426,25,KR,49434,News & Politics,Mon,1,0
8427,10,KR,21054,Music,Mon,5,0
8428,22,KR,15015,People & Blogs,Mon,12,0
8429,25,KR,53342,News & Politics,Mon,12,0
8430,23,KR,509970,Comedy,Mon,2,0
8431,1,KR,118294,Film & Animation,Mon,22,0
8432,24,KR,136297,Entertainment,Mon,7,0
8433,10,KR,45214,Music,Sun,15,7
8434,25,KR,22728,News & Politics,Mon,8,0
8435,1,KR,167928,Film & Animation,Sun,14,7
8436,22,KR,138156,People & Blogs,Fri,16,4
8437,24,KR,30463,Entertainment,Sun,9,7
8438,10,KR,92286,Music,Sun,23,7
8439,27,KR,19374,Education,Mon,4,0
8440,25,KR,14285,News & Politics,Mon,0,0
8441,24,KR,14903,Entertainment,Mon,9,0
8442,24,KR,108882,Entertainment,Mon,9,0
8443,22,KR,123615,People & Blogs,Mon,9,0
8444,17,KR,58543,Sports,Mon,6,0
8445,25,KR,22389,News & Politics,Mon,0,0
8446,22,KR,85295,People & Blogs,Mon,0,0
8447,22,KR,56550,People & Blogs,Mon,3,0
8448,1,KR,767068,Film & Animation,Fri,8,4
8449,10,KR,16536,Music,Mon,15,0
8450,22,KR,197409,People & Blogs,Fri,13,4
8451,25,KR,47975,News & Politics,Sun,11,7
8452,24,KR,32268,Entertainment,Mon,8,0
8453,22,KR,45928,People & Blogs,Sun,22,7
8454,25,KR,23761,News & Politics,Sun,14,7
8455,20,KR,43590,Gaming,Sun,15,7
8456,23,KR,240599,Comedy,Sun,10,7
8457,24,KR,111768,Entertainment,Sun,9,7
8458,25,KR,1370654,News & Politics,Sun,17,7
8459,25,KR,60994,News & Politics,Sat,23,6
8460,10,KR,103342,Music,Sun,16,7
8461,25,KR,178675,News & Politics,Sat,0,6
8462,23,KR,22387,Comedy,Sun,15,7
8463,24,KR,30486,Entertainment,Sun,6,7
8464,22,KR,1732330,People & Blogs,Sun,15,7
8465,22,KR,81547,People & Blogs,Mon,0,0
8466,22,KR,74654,People & Blogs,Fri,14,4
8467,10,KR,127309,Music,Mon,15,0
8468,27,KR,28248,Education,Sun,15,7
8469,22,KR,64568,People & Blogs,Sun,17,7
8470,22,KR,117552,People & Blogs,Sat,8,6
8471,20,KR,139348,Gaming,Fri,6,4
8472,22,KR,20070,People & Blogs,Sun,8,7
8473,1,KR,468801,Film & Animation,Fri,9,4
8474,22,KR,169605,People & Blogs,Sat,16,6
8475,23,KR,381063,Comedy,Sat,17,6
8476,25,KR,211009,News & Politics,Fri,11,4
8477,15,KR,58479,Pets & Animals,Sun,9,7
8478,25,KR,31014,News & Politics,Sun,17,7
8479,29,KR,30561,Nonprofits & Activism,Sun,13,7
8480,25,KR,189325,News & Politics,Fri,23,4
8481,15,KR,60406,Pets & Animals,Sun,13,7
8482,22,KR,90800,People & Blogs,Sun,8,7
8483,24,KR,466932,Entertainment,Sat,11,6
8484,20,KR,172378,Gaming,Fri,8,4
8485,24,KR,122693,Entertainment,Fri,14,4
8486,24,KR,190279,Entertainment,Fri,10,4
8487,10,KR,63748,Music,Sat,10,6
8488,24,KR,62830,Entertainment,Sat,11,6
8489,25,KR,126319,News & Politics,Sat,3,6
8490,23,KR,35302,Comedy,Sun,15,7
8491,20,KR,444371,Gaming,Fri,8,4
8492,20,KR,251843,Gaming,Sat,0,6
8493,24,KR,224248,Entertainment,Fri,14,4
8494,25,KR,36736,News & Politics,Sat,17,6
8495,22,KR,155817,People & Blogs,Sun,16,7
8496,24,KR,52838,Entertainment,Sat,9,6
8497,24,KR,29805,Entertainment,Sun,17,7
8498,25,KR,23435,News & Politics,Sun,17,7
8499,1,KR,17480,Film & Animation,Sun,15,7
8500,22,KR,135272,People & Blogs,Fri,14,4
8501,20,KR,29021,Gaming,Sun,0,7
8502,24,KR,56643,Entertainment,Sat,9,6
8503,23,KR,4072092,Comedy,Sun,2,7
8504,22,KR,28708,People & Blogs,Sun,19,7
8505,1,KR,55780,Film & Animation,Sat,23,6
8506,1,KR,209977,Film & Animation,Fri,10,4
8507,22,KR,57390,People & Blogs,Sun,13,7
8508,24,KR,127354,Entertainment,Sat,8,6
8509,20,KR,89452,Gaming,Fri,15,4
8510,23,KR,231826,Comedy,Sat,11,6
8511,23,KR,146923,Comedy,Sat,12,6
8512,26,KR,20186,Howto & Style,Mon,1,0
8513,22,KR,11039,People & Blogs,Sun,16,7
8514,43,KR,122846,Shows,Fri,9,4
8515,22,KR,26992,People & Blogs,Mon,13,0
8516,24,KR,201297,Entertainment,Thu,13,3
8517,22,KR,38316,People & Blogs,Sat,12,6
8518,24,KR,17109,Entertainment,Sun,16,7
8519,24,KR,194308,Entertainment,Fri,16,4
8520,22,KR,407471,People & Blogs,Thu,8,3
8521,25,KR,54901,News & Politics,Sat,17,6
8522,24,KR,1221209,Entertainment,Sun,8,7
8523,24,KR,23765,Entertainment,Sun,2,7
8524,23,KR,228800,Comedy,Sat,11,6
8525,22,KR,81787,People & Blogs,Sun,0,7
8526,24,KR,287015,Entertainment,Fri,12,4
8527,15,KR,77614,Pets & Animals,Sat,23,6
8528,25,KR,56325,News & Politics,Sat,3,6
8529,20,KR,78456,Gaming,Sun,3,7
8530,22,KR,12468,People & Blogs,Sun,10,7
8531,25,KR,367360,News & Politics,Mon,7,0
8532,25,KR,199602,News & Politics,Tue,14,1
8533,24,KR,766906,Entertainment,Mon,22,0
8534,20,KR,65288,Gaming,Wed,0,2
8535,1,KR,385969,Film & Animation,Mon,22,0
8536,22,KR,1068540,People & Blogs,Mon,13,0
8537,24,KR,141838,Entertainment,Mon,23,0
8538,15,KR,254903,Pets & Animals,Mon,13,0
8539,24,KR,321762,Entertainment,Sun,11,7
8540,10,KR,229237,Music,Mon,15,0
8541,25,KR,543187,News & Politics,Sat,11,6
8542,25,KR,101596,News & Politics,Mon,15,0
8543,24,KR,43116,Entertainment,Tue,6,1
8544,25,KR,83681,News & Politics,Tue,0,1
8545,23,KR,339585,Comedy,Tue,3,1
8546,19,KR,260366,Travel & Events,Sun,15,7
8547,23,KR,278877,Comedy,Mon,7,0
8548,23,KR,287462,Comedy,Mon,11,0
8549,24,KR,57742,Entertainment,Tue,2,1
8550,24,KR,48380,Entertainment,Tue,8,1
8551,20,KR,48769,Gaming,Tue,5,1
8552,24,KR,120694,Entertainment,Tue,7,1
8553,25,KR,50002,News & Politics,Mon,9,0
8554,22,KR,16395,People & Blogs,Tue,11,1
8555,22,KR,19573,People & Blogs,Tue,14,1
8556,10,KR,22112,Music,Tue,10,1
8557,25,KR,42533,News & Politics,Tue,4,1
8558,22,KR,137194,People & Blogs,Tue,3,1
8559,24,KR,88919,Entertainment,Tue,3,1
8560,1,KR,17348,Film & Animation,Wed,0,2
8561,24,KR,121917,Entertainment,Mon,13,0
8562,25,KR,57966,News & Politics,Tue,9,1
8563,25,KR,76723,News & Politics,Tue,12,1
8564,25,KR,97671,News & Politics,Mon,17,0
8565,25,KR,60596,News & Politics,Tue,4,1
8566,22,KR,86400,People & Blogs,Tue,10,1
8567,25,KR,67073,News & Politics,Mon,7,0
8568,25,KR,54156,News & Politics,Tue,11,1
8569,1,KR,73638,Film & Animation,Tue,8,1
8570,24,KR,40995,Entertainment,Tue,10,1
8571,22,KR,203438,People & Blogs,Sun,16,7
8572,15,KR,105577,Pets & Animals,Mon,3,0
8573,25,KR,26450,News & Politics,Tue,15,1
8574,20,KR,139995,Gaming,Tue,11,1
8575,22,KR,132881,People & Blogs,Mon,9,0
8576,24,KR,18071,Entertainment,Tue,6,1
8577,23,KR,364683,Comedy,Mon,6,0
8578,25,KR,83800,News & Politics,Tue,0,1
8579,24,KR,148020,Entertainment,Tue,10,1
8580,24,KR,34303,Entertainment,Tue,2,1
8581,25,KR,186915,News & Politics,Mon,4,0
8582,24,KR,41693,Entertainment,Tue,3,1
8583,25,KR,75576,News & Politics,Tue,15,1
8584,25,KR,66246,News & Politics,Mon,1,0
8585,25,KR,48313,News & Politics,Mon,1,0
8586,20,KR,568445,Gaming,Mon,14,0
8587,24,KR,79107,Entertainment,Tue,7,1
8588,22,KR,7625,People & Blogs,Tue,16,1
8589,22,KR,117757,People & Blogs,Mon,4,0
8590,23,KR,102207,Comedy,Tue,5,1
8591,20,KR,32648,Gaming,Tue,1,1
8592,25,KR,85809,News & Politics,Sun,15,7
8593,24,KR,102394,Entertainment,Tue,12,1
8594,1,KR,185741,Film & Animation,Mon,3,0
8595,22,KR,11224,People & Blogs,Tue,13,1
8596,23,KR,223222,Comedy,Tue,12,1
8597,22,KR,473874,People & Blogs,Sun,3,7
8598,24,KR,86748,Entertainment,Mon,13,0
8599,25,KR,92658,News & Politics,Sun,16,7
8600,1,KR,26002,Film & Animation,Tue,5,1
8601,22,KR,50151,People & Blogs,Tue,3,1
8602,10,KR,877679,Music,Mon,6,0
8603,24,KR,700645,Entertainment,Mon,7,0
8604,27,KR,8374,Education,Tue,8,1
8605,24,KR,600360,Entertainment,Tue,8,1
8606,25,KR,117013,News & Politics,Mon,10,0
8607,22,KR,86594,People & Blogs,Tue,11,1
8608,25,KR,39977,News & Politics,Tue,9,1
8609,25,KR,75722,News & Politics,Mon,7,0
8610,20,KR,25111,Gaming,Mon,17,0
8611,23,KR,90780,Comedy,Mon,9,0
8612,24,KR,183346,Entertainment,Sat,14,6
8613,24,KR,15676,Entertainment,Tue,9,1
8614,24,KR,79559,Entertainment,Tue,7,1
8615,24,KR,188858,Entertainment,Tue,1,1
8616,26,KR,330355,Howto & Style,Tue,9,1
8617,22,KR,63700,People & Blogs,Tue,10,1
8618,25,KR,34801,News & Politics,Mon,11,0
8619,25,KR,53941,News & Politics,Mon,18,0
8620,25,KR,44515,News & Politics,Tue,6,1
8621,10,KR,327810,Music,Sat,15,6
8622,10,KR,1405954,Music,Mon,4,0
8623,1,KR,107904,Film & Animation,Tue,13,1
8624,22,KR,111478,People & Blogs,Mon,0,0
8625,25,KR,38827,News & Politics,Mon,3,0
8626,25,KR,27607,News & Politics,Mon,13,0
8627,23,KR,348546,Comedy,Mon,5,0
8628,25,KR,78464,News & Politics,Mon,5,0
8629,24,KR,242001,Entertainment,Mon,3,0
8630,24,KR,5103,Entertainment,Tue,10,1
8631,22,KR,49825,People & Blogs,Mon,13,0
8632,22,KR,119060,People & Blogs,Sun,1,7
8633,22,KR,44649,People & Blogs,Tue,0,1
8634,24,KR,30696,Entertainment,Mon,16,0
8635,20,KR,199813,Gaming,Sun,5,7
8636,22,KR,6988,People & Blogs,Tue,4,1
8637,1,KR,97349,Film & Animation,Tue,2,1
8638,23,KR,365727,Comedy,Mon,7,0
8639,27,KR,85559,Education,Sun,15,7
8640,1,KR,46215,Film & Animation,Mon,0,0
8641,23,KR,616146,Comedy,Mon,2,0
8642,22,KR,54270,People & Blogs,Mon,13,0
8643,20,KR,160120,Gaming,Sun,7,7
8644,25,KR,20668,News & Politics,Tue,3,1
8645,24,KR,34893,Entertainment,Mon,10,0
8646,24,KR,29318,Entertainment,Tue,1,1
8647,23,KR,549618,Comedy,Fri,19,4
8648,1,KR,165291,Film & Animation,Sun,9,7
8649,22,KR,38742,People & Blogs,Mon,13,0
8650,24,KR,153934,Entertainment,Mon,9,0
8651,20,KR,40818,Gaming,Mon,22,0
8652,25,KR,27691,News & Politics,Mon,8,0
8653,24,KR,209562,Entertainment,Sat,9,6
8654,25,KR,130101,News & Politics,Mon,1,0
8655,27,KR,25333,Education,Mon,4,0
8656,20,KR,292487,Gaming,Fri,6,4
8657,24,KR,315447,Entertainment,Mon,15,0
8658,20,KR,117791,Gaming,Tue,6,1
8659,25,KR,113190,News & Politics,Sat,19,6
8660,24,KR,461743,Entertainment,Sun,12,7
8661,23,KR,149471,Comedy,Fri,15,4
8662,22,KR,59411,People & Blogs,Sun,22,7
8663,22,KR,196113,People & Blogs,Fri,4,4
8664,22,KR,100445,People & Blogs,Mon,0,0
8665,17,KR,75419,Sports,Mon,6,0
8666,1,KR,46119,Film & Animation,Mon,2,0
8667,24,KR,32429,Entertainment,Sun,9,7
8668,22,KR,69318,People & Blogs,Mon,3,0
8669,25,KR,56625,News & Politics,Mon,12,0
8670,22,KR,116909,People & Blogs,Fri,14,4
8671,25,KR,25515,News & Politics,Mon,0,0
8672,10,KR,47032,Music,Sun,15,7
8673,1,KR,907588,Film & Animation,Fri,8,4
8674,10,KR,95909,Music,Sun,23,7
8675,25,KR,15046,News & Politics,Mon,0,0
8676,24,KR,398991,Entertainment,Mon,15,0
8677,20,KR,48019,Gaming,Sun,15,7
8678,22,KR,2492663,People & Blogs,Sun,15,7
8679,23,KR,2619160,Comedy,Tue,17,1
8680,24,KR,117683,Entertainment,Sun,9,7
8681,22,KR,201686,People & Blogs,Fri,13,4
8682,29,KR,42222,Nonprofits & Activism,Sun,13,7
8683,25,KR,48228,News & Politics,Sun,11,7
8684,24,KR,39032,Entertainment,Mon,8,0
8685,25,KR,1652015,News & Politics,Sun,17,7
8686,22,KR,83440,People & Blogs,Sun,17,7
8687,23,KR,588820,Comedy,Wed,11,2
8688,25,KR,434957,News & Politics,Tue,14,1
8689,25,KR,209074,News & Politics,Wed,2,2
8690,24,KR,1106521,Entertainment,Mon,22,0
8691,1,KR,511600,Film & Animation,Mon,22,0
8692,10,KR,125084,Music,Tue,1,1
8693,22,KR,106381,People & Blogs,Tue,19,1
8694,1,KR,106191,Film & Animation,Wed,8,2
8695,22,KR,61972,People & Blogs,Wed,0,2
8696,25,KR,76318,News & Politics,Wed,9,2
8697,25,KR,115891,News & Politics,Mon,23,0
8698,20,KR,130835,Gaming,Wed,0,2
8699,20,KR,74952,Gaming,Wed,3,2
8700,25,KR,86022,News & Politics,Wed,0,2
8701,22,KR,122992,People & Blogs,Wed,3,2
8702,22,KR,147609,People & Blogs,Wed,10,2
8703,22,KR,90827,People & Blogs,Tue,17,1
8704,20,KR,434742,Gaming,Wed,12,2
8705,25,KR,77906,News & Politics,Tue,15,1
8706,1,KR,60565,Film & Animation,Wed,0,2
8707,25,KR,82192,News & Politics,Tue,23,1
8708,25,KR,89262,News & Politics,Wed,9,2
8709,24,KR,206081,Entertainment,Tue,7,1
8710,22,KR,1322442,People & Blogs,Mon,13,0
8711,25,KR,63320,News & Politics,Wed,11,2
8712,10,KR,296502,Music,Mon,15,0
8713,25,KR,56641,News & Politics,Wed,4,2
8714,22,KR,54824,People & Blogs,Wed,12,2
8715,20,KR,231344,Gaming,Tue,11,1
8716,25,KR,69079,News & Politics,Wed,12,2
8717,24,KR,72331,Entertainment,Wed,9,2
8718,20,KR,395818,Gaming,Wed,11,2
8719,25,KR,71401,News & Politics,Tue,15,1
8720,15,KR,296523,Pets & Animals,Mon,13,0
8721,22,KR,30861,People & Blogs,Wed,0,2
8722,20,KR,27921,Gaming,Tue,21,1
8723,22,KR,18377,People & Blogs,Wed,10,2
8724,24,KR,97135,Entertainment,Wed,12,2
8725,24,KR,376177,Entertainment,Sun,11,7
8726,20,KR,83039,Gaming,Tue,21,1
8727,22,KR,11687,People & Blogs,Tue,22,1
8728,24,KR,73840,Entertainment,Wed,3,2
8729,1,KR,50045,Film & Animation,Wed,9,2
8730,22,KR,58417,People & Blogs,Tue,14,1
8731,24,KR,33100,Entertainment,Wed,10,2
8732,22,KR,59728,People & Blogs,Wed,14,2
8733,25,KR,579832,News & Politics,Sat,11,6
8734,22,KR,84184,People & Blogs,Wed,7,2
8735,22,KR,42760,People & Blogs,Wed,13,2
8736,10,KR,305038,Music,Wed,9,2
8737,22,KR,17931,People & Blogs,Wed,14,2
8738,24,KR,88143,Entertainment,Tue,23,1
8739,22,KR,102855,People & Blogs,Tue,16,1
8740,24,KR,317039,Entertainment,Wed,11,2
8741,22,KR,17536,People & Blogs,Wed,3,2
8742,23,KR,398064,Comedy,Tue,3,1
8743,20,KR,38257,Gaming,Wed,16,2
8744,25,KR,18730,News & Politics,Wed,16,2
8745,22,KR,9006,People & Blogs,Wed,14,2
8746,22,KR,127210,People & Blogs,Tue,10,1
8747,24,KR,152889,Entertainment,Mon,13,0
8748,24,KR,74906,Entertainment,Tue,2,1
8749,22,KR,53397,People & Blogs,Tue,19,1
8750,25,KR,78188,News & Politics,Wed,0,2
8751,25,KR,29135,News & Politics,Wed,11,2
8752,24,KR,113384,Entertainment,Wed,11,2
8753,15,KR,115582,Pets & Animals,Wed,9,2
8754,22,KR,16886,People & Blogs,Wed,7,2
8755,22,KR,37522,People & Blogs,Wed,1,2
8756,10,KR,58838,Music,Tue,10,1
8757,25,KR,11154,News & Politics,Wed,11,2
8758,1,KR,73832,Film & Animation,Wed,3,2
8759,24,KR,31909,Entertainment,Wed,9,2
8760,23,KR,312785,Comedy,Mon,7,0
8761,24,KR,143169,Entertainment,Wed,10,2
8762,29,KR,9022,Nonprofits & Activism,Wed,11,2
8763,23,KR,60391,Comedy,Wed,10,2
8764,24,KR,36368,Entertainment,Tue,15,1
8765,22,KR,8936,People & Blogs,Wed,12,2
8766,22,KR,15428,People & Blogs,Wed,9,2
8767,24,KR,19731,Entertainment,Wed,12,2
8768,25,KR,12217,News & Politics,Wed,12,2
8769,20,KR,162396,Gaming,Wed,10,2
8770,22,KR,7935,People & Blogs,Wed,13,2
8771,24,KR,75093,Entertainment,Tue,6,1
8772,22,KR,23619,People & Blogs,Wed,4,2
8773,25,KR,39664,News & Politics,Wed,8,2
8774,29,KR,8042,Nonprofits & Activism,Wed,20,2
8775,23,KR,107985,Comedy,Wed,5,2
8776,19,KR,271913,Travel & Events,Sun,15,7
8777,22,KR,13882,People & Blogs,Wed,5,2
8778,22,KR,35899,People & Blogs,Wed,11,2
8779,22,KR,75049,People & Blogs,Wed,6,2
8780,25,KR,19374,News & Politics,Tue,23,1
8781,15,KR,93805,Pets & Animals,Tue,23,1
8782,24,KR,141567,Entertainment,Wed,7,2
8783,24,KR,60986,Entertainment,Wed,3,2
8784,22,KR,28462,People & Blogs,Tue,6,1
8785,24,KR,22591,Entertainment,Wed,13,2
8786,24,KR,43263,Entertainment,Wed,5,2
8787,20,KR,58609,Gaming,Wed,9,2
8788,24,KR,1329150,Entertainment,Wed,14,2
8789,24,KR,97825,Entertainment,Tue,7,1
8790,20,KR,57807,Gaming,Tue,5,1
8791,25,KR,49902,News & Politics,Tue,4,1
8792,25,KR,54877,News & Politics,Mon,9,0
8793,23,KR,121051,Comedy,Tue,5,1
8794,1,KR,135207,Film & Animation,Tue,13,1
8795,19,KR,154588,Travel & Events,Tue,8,1
8796,22,KR,155256,People & Blogs,Mon,9,0
8797,24,KR,15838,Entertainment,Wed,16,2
8798,24,KR,25656,Entertainment,Tue,6,1
8799,27,KR,18273,Education,Tue,8,1
8800,24,KR,102082,Entertainment,Tue,9,1
8801,25,KR,21496,News & Politics,Tue,14,1
8802,15,KR,115837,Pets & Animals,Mon,3,0
8803,25,KR,102802,News & Politics,Mon,17,0
8804,22,KR,211213,People & Blogs,Sun,16,7
8805,24,KR,41586,Entertainment,Tue,2,1
8806,20,KR,48419,Gaming,Tue,10,1
8807,24,KR,47993,Entertainment,Tue,3,1
8808,25,KR,69017,News & Politics,Mon,7,0
8809,25,KR,112572,News & Politics,Wed,12,2
8810,23,KR,233040,Comedy,Tue,13,1
8811,24,KR,125352,Entertainment,Tue,12,1
8812,10,KR,358526,Music,Sat,15,6
8813,25,KR,75683,News & Politics,Mon,1,0
8814,25,KR,193676,News & Politics,Mon,4,0
8815,23,KR,273081,Comedy,Tue,12,1
8816,22,KR,157457,People & Blogs,Mon,0,0
8817,26,KR,426518,Howto & Style,Tue,9,1
8818,24,KR,752914,Entertainment,Tue,8,1
8819,25,KR,50694,News & Politics,Mon,1,0
